addition to geoid,geoid,,hpi 2010,hpi 2019,% change
,6037291110,14000US06037291110,151.18,323.56,1.14
,6037291120,14000US06037291120,186.59,344.84,0.85
,6037291130,14000US06037291130,281.39,506.7,0.8
,6037291210,14000US06037291210,277.2,476.06,0.72
,6037291220,14000US06037291220,242.78,386.34,0.59
,6037291300,14000US06037291300,278.27,431.49,0.55
,6037292000,14000US06037292000,295.61,481.69,0.63
,6037293201,14000US06037293201,471.37,742.62,0.58
,6037293202,14000US06037293202,250.54,386.59,0.54
,6037293301,14000US06037293301,277.3,403.94,0.46
,6037293302,14000US06037293302,270.99,417.83,0.54
,6037293304,14000US06037293304,173.41,247.18,0.43
,6037293306,14000US06037293306,279.34,394.59,0.41
,6037294110,14000US06037294110,402.97,701.57,0.74
,6037294120,14000US06037294120,159.03,360.18,1.26
,6037294200,14000US06037294200,244.81,430.2,0.76
,6037294301,14000US06037294301,242.36,425.55,0.76
,6037294302,14000US06037294302,243.2,419.58,0.73
,6037294510,14000US06037294510,153.55,258.38,0.68
,6037294520,14000US06037294520,169.11,312.42,0.85
,6037294610,14000US06037294610,147.4,274.03,0.86
,6037294620,14000US06037294620,172.89,314.47,0.82
,6037294830,14000US06037294830,170.93,281.46,0.65
,6037294900,14000US06037294900,160.24,306.75,0.91
,6037295103,14000US06037295103,401.64,569.99,0.42
,6037296210,14000US06037296210,116.89,231.85,0.98
,6037296300,14000US06037296300,269.9,375.33,0.39
,6037296401,14000US06037296401,303.65,427.25,0.41
,6037296402,14000US06037296402,283.81,416.01,0.47
,6037296500,14000US06037296500,293.42,444.03,0.51
,6037296600,14000US06037296600,164.89,243.15,0.47
,6037296901,14000US06037296901,125.73,186.21,0.48
,6037296902,14000US06037296902,109.72,179.67,0.64
,6037297000,14000US06037297000,344.16,465.74,0.35
,6037297110,14000US06037297110,114.47,203.65,0.78
,6037297120,14000US06037297120,122.98,202.73,0.65
,6037297201,14000US06037297201,181.61,248.62,0.37
,6037297202,14000US06037297202,264.05,378.51,0.43
,6037297300,14000US06037297300,293.96,394.27,0.34
,6037297400,14000US06037297400,311.89,436.72,0.4
,6037297500,14000US06037297500,678.38,954.42,0.41
,6037297601,14000US06037297601,204.85,295.29,0.44
,6037297602,14000US06037297602,304.19,435.04,0.43
,6037300100,14000US06037300100,712.38,1059.33,0.49
,6037300200,14000US06037300200,794.08,1181.54,0.49
,6037300301,14000US06037300301,681.55,1023.57,0.5
,6037300400,14000US06037300400,717.83,1145,0.6
,6037300501,14000US06037300501,414.91,627.99,0.51
,6037300502,14000US06037300502,357.54,545.79,0.53
,6037300600,14000US06037300600,609.85,933.11,0.53
,6037300701,14000US06037300701,394.01,569.5,0.45
,6037300702,14000US06037300702,310.71,425.44,0.37
,6037300800,14000US06037300800,380.02,558.1,0.47
,6037300901,14000US06037300901,453.02,708.68,0.56
,6037300902,14000US06037300902,349.04,519.18,0.49
,6037301000,14000US06037301000,308.43,503.47,0.63
,6037301100,14000US06037301100,372.86,560.63,0.5
,6037301203,14000US06037301203,202.31,338.48,0.67
,6037301205,14000US06037301205,364.21,596.95,0.64
,6037301206,14000US06037301206,348.55,559.59,0.61
,6037301300,14000US06037301300,334.01,495.24,0.48
,6037301400,14000US06037301400,569.71,900.64,0.58
,6037301501,14000US06037301501,401.29,643.55,0.6
,6037301502,14000US06037301502,190.71,297.95,0.56
,6037301601,14000US06037301601,383.34,628.82,0.64
,6037301602,14000US06037301602,327.24,563.36,0.72
,6037301701,14000US06037301701,331.66,543.03,0.64
,6037301702,14000US06037301702,183.61,333.85,0.82
,6037301900,14000US06037301900,340.42,564.81,0.66
,6037302102,14000US06037302102,377.82,642.24,0.7
,6037302103,14000US06037302103,205.75,357.28,0.74
,6037302104,14000US06037302104,142.66,245.45,0.72
,6037302202,14000US06037302202,159.95,315,0.97
,6037302301,14000US06037302301,135.24,252.05,0.86
,6037302506,14000US06037302506,355.75,604.09,0.7
,6037310100,14000US06037310100,547.85,780.8,0.43
,6037310201,14000US06037310201,416.39,643.56,0.55
,6037310202,14000US06037310202,401.32,576.39,0.44
,6037310300,14000US06037310300,401.56,595.05,0.48
,6037310400,14000US06037310400,426.39,662.45,0.55
,6037310501,14000US06037310501,229.82,373.81,0.63
,6037310601,14000US06037310601,378.82,619.28,0.63
,6037310602,14000US06037310602,343.18,523.49,0.53
,6037310703,14000US06037310703,208.08,331.75,0.59
,6037310800,14000US06037310800,439.13,732.1,0.67
,6037310900,14000US06037310900,707.25,1155.36,0.63
,6037311000,14000US06037311000,400.27,641,0.6
,6037311100,14000US06037311100,606.93,983.65,0.62
,6037311200,14000US06037311200,383.9,638.66,0.66
,6037311300,14000US06037311300,711.78,1148.3,0.61
,6037311400,14000US06037311400,399.96,670.42,0.68
,6037311500,14000US06037311500,744.51,1200.37,0.61
,6037311600,14000US06037311600,362.55,571.94,0.58
,6037311700,14000US06037311700,679.05,1051.92,0.55
,6037311801,14000US06037311801,179.92,296.75,0.65
,6037311802,14000US06037311802,205,316.61,0.54
,6037320100,14000US06037320100,496.75,903.33,0.82
,6037320201,14000US06037320201,152.42,306.91,1.01
,6037320202,14000US06037320202,251.44,447.5,0.78
,6037320300,14000US06037320300,289.41,565.16,0.95
,6037400204,14000US06037400204,849.75,1151.54,0.36
,6037400205,14000US06037400205,197.85,275.64,0.39
,6037400206,14000US06037400206,943.72,1289.27,0.37
,6037400207,14000US06037400207,744.92,1031.85,0.39
,6037400302,14000US06037400302,728.88,1091.59,0.5
,6037400304,14000US06037400304,714.53,1076.95,0.51
,6037400402,14000US06037400402,336.58,496.45,0.47
,6037400403,14000US06037400403,731.75,1084.58,0.48
,6037400404,14000US06037400404,565.84,774.14,0.37
,6037400501,14000US06037400501,314.22,412.59,0.31
,6037400602,14000US06037400602,323.95,543.23,0.68
,6037400603,14000US06037400603,278.74,426.08,0.53
,6037400604,14000US06037400604,182.73,296.29,0.62
,6037400900,14000US06037400900,334.03,485.09,0.45
,6037401001,14000US06037401001,947.13,1368.41,0.44
,6037401002,14000US06037401002,394.31,571.23,0.45
,6037401101,14000US06037401101,365.87,546.06,0.49
,6037401102,14000US06037401102,316.73,507.3,0.6
,6037401201,14000US06037401201,334.59,500.75,0.5
,6037401202,14000US06037401202,520.76,797.37,0.53
,6037401203,14000US06037401203,556.95,845.54,0.52
,6037401303,14000US06037401303,276.72,385.17,0.39
,6037401304,14000US06037401304,611.01,848.14,0.39
,6037401311,14000US06037401311,535.59,841.44,0.57
,6037401312,14000US06037401312,726.97,1105.12,0.52
,6037401500,14000US06037401500,343.41,531.2,0.55
,6037401601,14000US06037401601,682.54,952.37,0.4
,6037401602,14000US06037401602,631.69,955.05,0.51
,6037401603,14000US06037401603,319.22,475.35,0.49
,6037401701,14000US06037401701,475.96,680.56,0.43
,6037401703,14000US06037401703,467.58,831.65,0.78
,6037401704,14000US06037401704,217.82,388.94,0.79
,6037401800,14000US06037401800,825.72,1166.82,0.41
,6037401902,14000US06037401902,587.93,877.92,0.49
,6037402001,14000US06037402001,363.54,575.9,0.58
,6037402002,14000US06037402002,367.73,552.62,0.5
,6037402101,14000US06037402101,185.83,367.48,0.98
,6037402102,14000US06037402102,232.23,430.02,0.85
,6037402200,14000US06037402200,398.2,712.8,0.79
,6037402301,14000US06037402301,170.81,354.74,1.08
,6037402303,14000US06037402303,155.9,309.61,0.99
,6037402402,14000US06037402402,253.49,498.76,0.97
,6037402403,14000US06037402403,179.59,339.54,0.89
,6037402405,14000US06037402405,190.61,387.15,1.03
,6037402406,14000US06037402406,168.02,327.78,0.95
,6037402502,14000US06037402502,146.81,335.3,1.28
,6037402600,14000US06037402600,274.36,494.13,0.8
,6037402702,14000US06037402702,150.48,330.59,1.2
,6037402703,14000US06037402703,202.36,375.9,0.86
,6037402705,14000US06037402705,249.58,474.78,0.9
,6037402706,14000US06037402706,208.25,406.83,0.95
,6037402801,14000US06037402801,117.29,197.09,0.68
,6037402803,14000US06037402803,141.45,261.1,0.85
,6037402804,14000US06037402804,154.69,338.16,1.19
,6037402902,14000US06037402902,183.23,356.51,0.95
,6037402903,14000US06037402903,158.14,294.4,0.86
,6037402904,14000US06037402904,163.07,333.36,1.04
,6037403000,14000US06037403000,198,373.91,0.89
,6037403303,14000US06037403303,520.1,743.79,0.43
,6037403304,14000US06037403304,865.1,1232.63,0.42
,6037403305,14000US06037403305,321.42,443.26,0.38
,6037403312,14000US06037403312,836.91,1252.26,0.5
,6037403316,14000US06037403316,761.06,1100.85,0.45
,6037403317,14000US06037403317,416.82,651.23,0.56
,6037403318,14000US06037403318,388.68,608.32,0.57
,6037403319,14000US06037403319,446.08,655.08,0.47
,6037403320,14000US06037403320,474.19,646.56,0.36
,6037403321,14000US06037403321,662.53,950.34,0.43
,6037403322,14000US06037403322,817.93,1171.03,0.43
,6037403323,14000US06037403323,708.82,1024.01,0.44
,6037403324,14000US06037403324,830.47,1139.13,0.37
,6037403325,14000US06037403325,594.31,882.18,0.48
,6037403401,14000US06037403401,897.21,1286.75,0.43
,6037403402,14000US06037403402,729.17,1056.27,0.45
,6037403403,14000US06037403403,364.59,491.14,0.35
,6037403404,14000US06037403404,1117.59,1492.57,0.34
,6037403405,14000US06037403405,214.84,287.81,0.34
,6037403406,14000US06037403406,397.08,536.34,0.35
,6037403407,14000US06037403407,392.64,512.38,0.3
,6037403408,14000US06037403408,386.43,524.77,0.36
,6037403500,14000US06037403500,153.39,254,0.66
,6037403600,14000US06037403600,609.88,898.49,0.47
,6037403702,14000US06037403702,613.85,882.74,0.44
,6037403703,14000US06037403703,514.99,768.62,0.49
,6037403721,14000US06037403721,468.23,734.33,0.57
,6037403722,14000US06037403722,307.63,473.21,0.54
,6037403801,14000US06037403801,497.02,794.61,0.6
,6037403802,14000US06037403802,480.05,740.77,0.54
,6037403901,14000US06037403901,313.44,493.45,0.57
,6037403902,14000US06037403902,325.2,483.69,0.49
,6037404000,14000US06037404000,335.04,539.98,0.61
,6037404100,14000US06037404100,302.45,525.56,0.74
,6037404201,14000US06037404201,182.32,303.07,0.66
,6037404202,14000US06037404202,195.29,329.64,0.69
,6037404301,14000US06037404301,183.59,348.86,0.9
,6037404302,14000US06037404302,312.74,519.35,0.66
,6037404401,14000US06037404401,200.07,336.37,0.68
,6037404402,14000US06037404402,292.21,522.95,0.79
,6037404501,14000US06037404501,167.42,371.29,1.22
,6037404503,14000US06037404503,468.74,752.88,0.61
,6037404504,14000US06037404504,189.78,309.27,0.63
,6037404600,14000US06037404600,187.16,328.66,0.76
,6037404701,14000US06037404701,236.78,418.26,0.77
,6037404702,14000US06037404702,307.69,554.35,0.8
,6037404703,14000US06037404703,180.55,282.81,0.57
,6037404801,14000US06037404801,299.19,515.71,0.72
,6037404802,14000US06037404802,300.36,518.69,0.73
,6037404803,14000US06037404803,168.67,311.5,0.85
,6037404901,14000US06037404901,290.68,541.25,0.86
,6037404902,14000US06037404902,312.9,523.47,0.67
,6037404903,14000US06037404903,188.69,324.95,0.72
,6037405001,14000US06037405001,298.59,533.73,0.79
,6037405002,14000US06037405002,189.62,345.31,0.82
,6037405101,14000US06037405101,285.79,522.54,0.83
,6037405102,14000US06037405102,175.31,327.1,0.87
,6037405201,14000US06037405201,320.06,543.87,0.7
,6037405202,14000US06037405202,189.19,319.95,0.69
,6037405203,14000US06037405203,296.64,543.45,0.83
,6037405301,14000US06037405301,318.8,507.75,0.59
,6037405302,14000US06037405302,347.8,551.19,0.58
,6037405400,14000US06037405400,471.36,785.45,0.67
,6037405500,14000US06037405500,624.48,1049.15,0.68
,6037405600,14000US06037405600,603.78,965.98,0.6
,6037405701,14000US06037405701,300.78,483.92,0.61
,6037405702,14000US06037405702,313.6,510.04,0.63
,6037405800,14000US06037405800,502.46,810.03,0.61
,6037405900,14000US06037405900,314.15,509.76,0.62
,6037406000,14000US06037406000,596.86,947.96,0.59
,6037406101,14000US06037406101,303.2,483.85,0.6
,6037406102,14000US06037406102,303.36,489.59,0.61
,6037406200,14000US06037406200,316.72,499.84,0.58
,6037406300,14000US06037406300,288.74,403.49,0.4
,6037406402,14000US06037406402,319.26,449.62,0.41
,6037406411,14000US06037406411,347.07,531.9,0.53
,6037406412,14000US06037406412,321.08,484.63,0.51
,6037406500,14000US06037406500,497.54,744.08,0.5
,6037406601,14000US06037406601,497.34,789.09,0.59
,6037406602,14000US06037406602,330.04,511,0.55
,6037406701,14000US06037406701,327.77,516.27,0.58
,6037406702,14000US06037406702,473.32,757.39,0.6
,6037406800,14000US06037406800,329.64,540.48,0.64
,6037406901,14000US06037406901,317.56,556.63,0.75
,6037406902,14000US06037406902,469.18,800.63,0.71
,6037407001,14000US06037407001,301.08,548.73,0.82
,6037407002,14000US06037407002,292.21,496.94,0.7
,6037407101,14000US06037407101,306.89,545.03,0.78
,6037407102,14000US06037407102,284.85,484.11,0.7
,6037407200,14000US06037407200,308.09,527.47,0.71
,6037407301,14000US06037407301,323.86,567.42,0.75
,6037407302,14000US06037407302,246.93,448.39,0.82
,6037407400,14000US06037407400,324.18,542.92,0.67
,6037407501,14000US06037407501,300.65,541.96,0.8
,6037407502,14000US06037407502,278.26,492.36,0.77
,6037407601,14000US06037407601,206.58,353.21,0.71
,6037407602,14000US06037407602,240.64,410.8,0.71
,6037407701,14000US06037407701,349.16,635.75,0.82
,6037407702,14000US06037407702,429.53,745.04,0.73
,6037407801,14000US06037407801,289.32,522.82,0.81
,6037407802,14000US06037407802,307.36,535.42,0.74
,6037407900,14000US06037407900,502.1,855.78,0.7
,6037408003,14000US06037408003,302.59,498.19,0.65
,6037408004,14000US06037408004,396.38,578.27,0.46
,6037408005,14000US06037408005,281.39,387.94,0.38
,6037408006,14000US06037408006,673.3,1031.21,0.53
,6037408133,14000US06037408133,731.11,1163.04,0.59
,6037408134,14000US06037408134,588.18,891.69,0.52
,6037408135,14000US06037408135,621.48,942.05,0.52
,6037408136,14000US06037408136,504.73,793.66,0.57
,6037408137,14000US06037408137,478.71,753.43,0.57
,6037408138,14000US06037408138,180.27,386.33,1.14
,6037408139,14000US06037408139,185.97,346.83,0.86
,6037408140,14000US06037408140,227.58,439.17,0.93
,6037408141,14000US06037408141,457.82,818.11,0.79
,6037408202,14000US06037408202,377.48,681.63,0.81
,6037408211,14000US06037408211,696.58,1098.02,0.58
,6037408212,14000US06037408212,837.52,1249.04,0.49
,6037408301,14000US06037408301,284.23,498.86,0.76
,6037408302,14000US06037408302,464.51,716.4,0.54
,6037408303,14000US06037408303,589.76,927.84,0.57
,6037408401,14000US06037408401,649.36,1038.44,0.6
,6037408402,14000US06037408402,415.63,612.27,0.47
,6037408501,14000US06037408501,343.18,576.95,0.68
,6037408503,14000US06037408503,708.12,975.55,0.38
,6037408504,14000US06037408504,404.94,643.17,0.59
,6037408505,14000US06037408505,333.56,490.17,0.47
,6037408623,14000US06037408623,495.81,684.08,0.38
,6037408624,14000US06037408624,528.58,825.3,0.56
,6037408625,14000US06037408625,743.67,1079.76,0.45
,6037408626,14000US06037408626,323.14,462.25,0.43
,6037408627,14000US06037408627,317.46,442.27,0.39
,6037408628,14000US06037408628,630.08,882.11,0.4
,6037408629,14000US06037408629,412.98,567.57,0.37
,6037408630,14000US06037408630,220.55,371.37,0.68
,6037408631,14000US06037408631,534.41,837.61,0.57
,6037408703,14000US06037408703,359.54,491.36,0.37
,6037408704,14000US06037408704,523.49,823.04,0.57
,6037408705,14000US06037408705,817.33,1246.89,0.53
,6037408706,14000US06037408706,592.97,847.04,0.43
,6037408722,14000US06037408722,732.96,1086.55,0.48
,6037408723,14000US06037408723,496.39,746.17,0.5
,6037408724,14000US06037408724,193.84,316.78,0.63
,6037408800,14000US06037408800,120.28,209.13,0.74
,6037430002,14000US06037430002,474.64,772.71,0.63
,6037430003,14000US06037430003,633,913.12,0.44
,6037430101,14000US06037430101,333.04,534.58,0.61
,6037430102,14000US06037430102,365.91,618.44,0.69
,6037430301,14000US06037430301,781.46,1132.05,0.45
,6037430302,14000US06037430302,783.17,1122.68,0.43
,6037430400,14000US06037430400,662.98,908.61,0.37
,6037430501,14000US06037430501,677.98,934.01,0.38
,6037430502,14000US06037430502,642.35,899.16,0.4
,6037430600,14000US06037430600,367.37,503.62,0.37
,6037430701,14000US06037430701,399.9,523.57,0.31
,6037430721,14000US06037430721,460.12,592.83,0.29
,6037430802,14000US06037430802,410.38,561.01,0.37
,6037430803,14000US06037430803,698.08,957.79,0.37
,6037430901,14000US06037430901,429.77,693.8,0.61
,6037430902,14000US06037430902,340.66,528.63,0.55
,6037431001,14000US06037431001,420.54,623.1,0.48
,6037431002,14000US06037431002,416.3,582.32,0.4
,6037431100,14000US06037431100,235.77,384.42,0.63
,6037431200,14000US06037431200,376.66,628.17,0.67
,6037431300,14000US06037431300,381.95,565.47,0.48
,6037431400,14000US06037431400,596.9,919.09,0.54
,6037431501,14000US06037431501,382.69,524.14,0.37
,6037431502,14000US06037431502,655.42,948.23,0.45
,6037431600,14000US06037431600,459.25,629.86,0.37
,6037431700,14000US06037431700,392.34,524.17,0.34
,6037431800,14000US06037431800,638.68,933.2,0.46
,6037431900,14000US06037431900,404.94,602.36,0.49
,6037432000,14000US06037432000,732.65,1054.29,0.44
,6037432101,14000US06037432101,562.72,799.39,0.42
,6037432102,14000US06037432102,772.75,1145.46,0.48
,6037432201,14000US06037432201,361.53,555.53,0.54
,6037432202,14000US06037432202,397.12,594.42,0.5
,6037432300,14000US06037432300,337.72,527.6,0.56
,6037432401,14000US06037432401,179.34,305.51,0.7
,6037432402,14000US06037432402,344.49,572.32,0.66
,6037432500,14000US06037432500,519.69,834.09,0.6
,6037432601,14000US06037432601,317.6,518.23,0.63
,6037432602,14000US06037432602,496.62,837.67,0.69
,6037432700,14000US06037432700,245.24,371.91,0.52
,6037432801,14000US06037432801,170.32,265.67,0.56
,6037432901,14000US06037432901,355.99,557.58,0.57
,6037432902,14000US06037432902,383.75,586.58,0.53
,6037433101,14000US06037433101,344.06,520.62,0.51
,6037433200,14000US06037433200,345.23,550.99,0.6
,6037433304,14000US06037433304,180.23,304.28,0.69
,6037433305,14000US06037433305,187.69,322.76,0.72
,6037433401,14000US06037433401,169.75,328.82,0.94
,6037433403,14000US06037433403,188.55,328.33,0.74
,6037433503,14000US06037433503,180.42,273.5,0.52
,6037433504,14000US06037433504,189.33,368.68,0.95
,6037433601,14000US06037433601,390.31,586.24,0.5
,6037433602,14000US06037433602,394.31,642.41,0.63
,6037433700,14000US06037433700,352.55,601,0.7
,6037433801,14000US06037433801,201.07,313.03,0.56
,6037433802,14000US06037433802,160.92,258.08,0.6
,6037433902,14000US06037433902,184.62,309.09,0.67
,6037434001,14000US06037434001,190.87,308.94,0.62
,6037434003,14000US06037434003,192.19,307,0.6
,6037434004,14000US06037434004,185.07,309.46,0.67
,6037460000,14000US06037460000,617.44,913.76,0.48
,6037460100,14000US06037460100,783.97,1163.17,0.48
,6037460200,14000US06037460200,639.87,1060.51,0.66
,6037460301,14000US06037460301,696.62,1163.14,0.67
,6037460302,14000US06037460302,409.04,762.34,0.86
,6037460401,14000US06037460401,207.71,382.2,0.84
,6037460501,14000US06037460501,393.64,516.07,0.31
,6037460502,14000US06037460502,441.11,618.74,0.4
,6037460600,14000US06037460600,369.67,538.36,0.46
,6037460700,14000US06037460700,410.18,534.79,0.3
,6037460800,14000US06037460800,365.13,518.82,0.42
,6037460900,14000US06037460900,412.26,776.92,0.88
,6037461000,14000US06037461000,394.11,737.74,0.87
,6037461100,14000US06037461100,451.96,738.25,0.63
,6037461200,14000US06037461200,796.33,1174.06,0.47
,6037461300,14000US06037461300,672.55,981.63,0.46
,6037461400,14000US06037461400,460.44,705.62,0.53
,6037461501,14000US06037461501,451.69,778.1,0.72
,6037461502,14000US06037461502,282.97,490.19,0.73
,6037461600,14000US06037461600,367.35,674.79,0.84
,6037461700,14000US06037461700,219.04,352.74,0.61
,6037462001,14000US06037462001,314.84,503.82,0.6
,6037462002,14000US06037462002,155.1,262.79,0.69
,6037462100,14000US06037462100,708.56,1111.83,0.57
,6037462301,14000US06037462301,222.66,399.48,0.79
,6037462400,14000US06037462400,779.74,1184.47,0.52
,6037462500,14000US06037462500,827.09,1189.05,0.44
,6037462600,14000US06037462600,449.85,686.9,0.53
,6037462700,14000US06037462700,703.34,1080.2,0.54
,6037462800,14000US06037462800,375.34,585.02,0.56
,6037462900,14000US06037462900,649.72,994.4,0.53
,6037463000,14000US06037463000,380.81,579.99,0.52
,6037463101,14000US06037463101,401.06,616.2,0.54
,6037463102,14000US06037463102,407.31,611.9,0.5
,6037463200,14000US06037463200,410.13,610.23,0.49
,6037463300,14000US06037463300,435.46,632.13,0.45
,6037463400,14000US06037463400,426.7,571.5,0.34
,6037463800,14000US06037463800,417.86,629.11,0.51
,6037463900,14000US06037463900,229.02,339.71,0.48
,6037464000,14000US06037464000,447.82,616.7,0.38
,6037464100,14000US06037464100,417.31,494.76,0.19
,6037480002,14000US06037480002,374.11,551.37,0.47
,6037480011,14000US06037480011,591.8,876.52,0.48
,6037480012,14000US06037480012,415.64,582.3,0.4
,6037480101,14000US06037480101,462.59,670.93,0.45
,6037480102,14000US06037480102,383.31,565.23,0.47
,6037480201,14000US06037480201,427.22,607.07,0.42
,6037480202,14000US06037480202,385.85,568.69,0.47
,6037480302,14000US06037480302,395,566.78,0.43
,6037480400,14000US06037480400,369.76,576.82,0.56
,6037480500,14000US06037480500,450.93,668.3,0.48
,6037480600,14000US06037480600,444.11,650.84,0.47
,6037480702,14000US06037480702,615.52,922.18,0.5
,6037480703,14000US06037480703,456.57,687.01,0.5
,6037480704,14000US06037480704,457.08,688.2,0.51
,6037480802,14000US06037480802,600.7,914.6,0.52
,6037480803,14000US06037480803,441.13,658.1,0.49
,6037480804,14000US06037480804,213.03,352.35,0.65
,6037480903,14000US06037480903,345.38,530.19,0.54
,6037481001,14000US06037481001,352.37,536.44,0.52
,6037481002,14000US06037481002,408.08,629.14,0.54
,6037481101,14000US06037481101,242.95,307.17,0.26
,6037481103,14000US06037481103,416.59,632.23,0.52
,6037481201,14000US06037481201,394.19,549.79,0.39
,6037481202,14000US06037481202,607.16,944.12,0.55
,6037481300,14000US06037481300,409.93,610.08,0.49
,6037481401,14000US06037481401,367.25,534.77,0.46
,6037481402,14000US06037481402,931.42,1387.05,0.49
,6037481500,14000US06037481500,597.62,868.77,0.45
,6037481603,14000US06037481603,387.86,537.92,0.39
,6037481604,14000US06037481604,369.04,538.04,0.46
,6037481605,14000US06037481605,366.26,579.23,0.58
,6037481606,14000US06037481606,404.22,590.8,0.46
,6037481712,14000US06037481712,367.67,532.03,0.45
,6037481800,14000US06037481800,364.97,523.27,0.43
,6037481901,14000US06037481901,773.46,1173.07,0.52
,6037481902,14000US06037481902,380.66,555.05,0.46
,6037482001,14000US06037482001,347.27,501.79,0.44
,6037482002,14000US06037482002,462.82,684.08,0.48
,6037482101,14000US06037482101,353.65,525,0.48
,6037482102,14000US06037482102,622.58,895.29,0.44
,6037482201,14000US06037482201,359.87,582.42,0.62
,6037482202,14000US06037482202,370.51,553.27,0.49
,6037482301,14000US06037482301,403.6,595.58,0.48
,6037482303,14000US06037482303,359.52,587.91,0.64
,6037482304,14000US06037482304,160.21,244.34,0.53
,6037482401,14000US06037482401,379.4,583.08,0.54
,6037482402,14000US06037482402,337.13,521.43,0.55
,6037482502,14000US06037482502,408.79,623.1,0.52
,6037482503,14000US06037482503,214.37,357.28,0.67
,6037482521,14000US06037482521,396.34,600.53,0.52
,6037482522,14000US06037482522,329,511.4,0.55
,6037482600,14000US06037482600,701.78,1002.67,0.43
,6037482701,14000US06037482701,477.06,684.18,0.43
,6037482702,14000US06037482702,367.62,528.94,0.44
,6037482800,14000US06037482800,516.48,720.83,0.4
,6037500100,14000US06037500100,307.28,403.37,0.31
,6037500201,14000US06037500201,461.14,639.74,0.39
,6037500202,14000US06037500202,283.53,381.26,0.34
,6037500300,14000US06037500300,269.25,370.24,0.38
,6037500402,14000US06037500402,319.67,578.98,0.81
,6037500403,14000US06037500403,319.01,538.48,0.69
,6037500404,14000US06037500404,272.43,476.41,0.75
,6037500500,14000US06037500500,137.84,253.11,0.84
,6037500600,14000US06037500600,297.3,523.77,0.76
,6037500700,14000US06037500700,456.39,760.17,0.67
,6037500800,14000US06037500800,339.42,564.98,0.66
,6037500900,14000US06037500900,285.94,485.52,0.7
,6037501001,14000US06037501001,301.12,536.93,0.78
,6037501002,14000US06037501002,466.5,756.04,0.62
,6037501200,14000US06037501200,293.71,453.33,0.54
,6037501300,14000US06037501300,645.99,1029.51,0.59
,6037501400,14000US06037501400,332.12,541.66,0.63
,6037501501,14000US06037501501,297.88,433.07,0.45
,6037501503,14000US06037501503,322.56,503.16,0.56
,6037501600,14000US06037501600,471.25,646.83,0.37
,6037501700,14000US06037501700,508.86,722.23,0.42
,6037501802,14000US06037501802,328.48,479.65,0.46
,6037501803,14000US06037501803,118.27,217.23,0.84
,6037501900,14000US06037501900,495.27,785.49,0.59
,6037502003,14000US06037502003,332.57,526.08,0.58
,6037502004,14000US06037502004,340.91,538.73,0.58
,6037502005,14000US06037502005,324.44,512.33,0.58
,6037502100,14000US06037502100,341.5,554.28,0.62
,6037502200,14000US06037502200,463.56,735.45,0.59
,6037502301,14000US06037502301,314.29,528.15,0.68
,6037502302,14000US06037502302,158.04,285.88,0.81
,6037502401,14000US06037502401,303.61,510.76,0.68
,6037502402,14000US06037502402,293.38,514.95,0.76
,6037502500,14000US06037502500,277.15,506.84,0.83
,6037502601,14000US06037502601,547.58,935.6,0.71
,6037502602,14000US06037502602,314.18,522.75,0.66
,6037502700,14000US06037502700,326.29,520.6,0.6
,6037502801,14000US06037502801,453.82,720.71,0.59
,6037502901,14000US06037502901,553.75,909.04,0.64
,6037502902,14000US06037502902,296.86,496.42,0.67
,6037503000,14000US06037503000,293.78,528.02,0.8
,6037503103,14000US06037503103,301.98,504.42,0.67
,6037503104,14000US06037503104,176.07,286.85,0.63
,6037503105,14000US06037503105,300.93,491.96,0.63
,6037503106,14000US06037503106,325.84,481.73,0.48
,6037503201,14000US06037503201,481.66,768.8,0.6
,6037503202,14000US06037503202,499.68,785.76,0.57
,6037503301,14000US06037503301,340.5,499.53,0.47
,6037503302,14000US06037503302,364.59,599.55,0.64
,6037503401,14000US06037503401,464.19,698.43,0.5
,6037503402,14000US06037503402,523.44,780.99,0.49
,6037503501,14000US06037503501,475.12,755.2,0.59
,6037503502,14000US06037503502,347.85,549.7,0.58
,6037503601,14000US06037503601,470.82,723.63,0.54
,6037503602,14000US06037503602,726.92,1043.35,0.44
,6037503701,14000US06037503701,466.21,710.49,0.52
,6037503702,14000US06037503702,517.23,808.43,0.56
,6037503703,14000US06037503703,476.24,687.7,0.44
,6037503801,14000US06037503801,490.68,746.14,0.52
,6037503802,14000US06037503802,496.73,761.48,0.53
,6037503901,14000US06037503901,483.73,751.61,0.55
,6037503902,14000US06037503902,506.21,753.77,0.49
,6037504001,14000US06037504001,503.72,762.91,0.51
,6037504002,14000US06037504002,531.7,817.01,0.54
,6037504101,14000US06037504101,317.41,525.89,0.66
,6037530003,14000US06037530003,269.97,396.19,0.47
,6037530004,14000US06037530004,285.98,456.82,0.6
,6037530005,14000US06037530005,714.03,1050.37,0.47
,6037530101,14000US06037530101,279.48,433.34,0.55
,6037530102,14000US06037530102,293.11,463.91,0.58
,6037530202,14000US06037530202,281.76,440.95,0.56
,6037530203,14000US06037530203,296.57,464.01,0.56
,6037530204,14000US06037530204,301.39,478.18,0.59
,6037530301,14000US06037530301,153.8,297.34,0.93
,6037530302,14000US06037530302,293.99,510.15,0.74
,6037530400,14000US06037530400,193.59,284.07,0.47
,6037530500,14000US06037530500,152.92,292.93,0.92
,6037530601,14000US06037530601,159.54,362.62,1.27
