addition to geoid,geoid,,hpi 2010,hpi 2019,% change
,6037530602,14000US06037530602,141.56,399.29,1.82
,6037530700,14000US06037530700,168.81,340.38,1.02
,6037530801,14000US06037530801,164.82,385.46,1.34
,6037530802,14000US06037530802,156.04,354.81,1.27
,6037530902,14000US06037530902,115.65,270.12,1.34
,6037531000,14000US06037531000,158.38,325.4,1.05
,6037531602,14000US06037531602,100.38,178.09,0.77
,6037531603,14000US06037531603,158.38,297.54,0.88
,6037531701,14000US06037531701,157.29,285.39,0.81
,6037531702,14000US06037531702,157.28,285.1,0.81
,6037531800,14000US06037531800,142.1,288.84,1.03
,6037531901,14000US06037531901,283.23,499.84,0.76
,6037531902,14000US06037531902,273.91,474.91,0.73
,6037532001,14000US06037532001,311.69,487.63,0.56
,6037532002,14000US06037532002,169.62,268.87,0.59
,6037532101,14000US06037532101,165.72,283.28,0.71
,6037532102,14000US06037532102,290.35,473.67,0.63
,6037532200,14000US06037532200,308.37,472.11,0.53
,6037532302,14000US06037532302,161.44,305.65,0.89
,6037532303,14000US06037532303,277.34,476.97,0.72
,6037532304,14000US06037532304,154.32,250.65,0.62
,6037532500,14000US06037532500,192.35,356.56,0.85
,6037532900,14000US06037532900,129.78,336.69,1.59
,6037533106,14000US06037533106,138.11,251.01,0.82
,6037533107,14000US06037533107,134.68,286.02,1.12
,6037533202,14000US06037533202,153.38,268.76,0.75
,6037533401,14000US06037533401,210.88,406.69,0.93
,6037533402,14000US06037533402,161.82,257.63,0.59
,6037533403,14000US06037533403,142.27,260.73,0.83
,6037533602,14000US06037533602,153.52,286.64,0.87
,6037533603,14000US06037533603,293.09,457.51,0.56
,6037533702,14000US06037533702,139.6,281.07,1.01
,6037533703,14000US06037533703,310.07,427.51,0.38
,6037533803,14000US06037533803,255.7,421.33,0.65
,6037533804,14000US06037533804,248.77,453.29,0.82
,6037533805,14000US06037533805,244.12,440.55,0.8
,6037533806,14000US06037533806,159.83,263.12,0.65
,6037534001,14000US06037534001,110.02,194.25,0.77
,6037534501,14000US06037534501,234.48,428.54,0.83
,6037534502,14000US06037534502,264.07,455.39,0.72
,6037534700,14000US06037534700,407.98,730.13,0.79
,6037534802,14000US06037534802,231.35,461.87,1
,6037534803,14000US06037534803,255.59,482.74,0.89
,6037534804,14000US06037534804,171.22,358.46,1.09
,6037534900,14000US06037534900,113.5,309.19,1.72
,6037535001,14000US06037535001,126.31,237.63,0.88
,6037535101,14000US06037535101,134.94,302.29,1.24
,6037535200,14000US06037535200,126.61,312.88,1.47
,6037535300,14000US06037535300,166.89,267.58,0.6
,6037535502,14000US06037535502,246.95,444.59,0.8
,6037535503,14000US06037535503,132.69,262.59,0.98
,6037535603,14000US06037535603,141.78,288.93,1.04
,6037535604,14000US06037535604,277.7,498.19,0.79
,6037535605,14000US06037535605,236.47,456.12,0.93
,6037535607,14000US06037535607,252.53,498.7,0.97
,6037535701,14000US06037535701,286.73,519.75,0.81
,6037535702,14000US06037535702,263.81,519.77,0.97
,6037535802,14000US06037535802,428.26,825.54,0.93
,6037535803,14000US06037535803,141.72,264.96,0.87
,6037535804,14000US06037535804,151.52,252.73,0.67
,6037535901,14000US06037535901,428.87,751.35,0.75
,6037535902,14000US06037535902,406.21,691.13,0.7
,6037536000,14000US06037536000,153.36,267.47,0.74
,6037536102,14000US06037536102,265.03,441.74,0.67
,6037536103,14000US06037536103,315.25,553.74,0.76
,6037536104,14000US06037536104,260.24,450.2,0.73
,6037536200,14000US06037536200,439.78,763.86,0.74
,6037540000,14000US06037540000,161.4,275.11,0.7
,6037540101,14000US06037540101,269.83,493.59,0.83
,6037540102,14000US06037540102,257.65,493.93,0.92
,6037540202,14000US06037540202,155.08,297.33,0.92
,6037540203,14000US06037540203,170.71,302.19,0.77
,6037540300,14000US06037540300,176.78,357.45,1.02
,6037540501,14000US06037540501,192.01,355.07,0.85
,6037540800,14000US06037540800,162.13,344.81,1.13
,6037540901,14000US06037540901,168.11,405.52,1.41
,6037540902,14000US06037540902,152.64,339.97,1.23
,6037541001,14000US06037541001,135.26,232.43,0.72
,6037541002,14000US06037541002,309.07,508.27,0.64
,6037541100,14000US06037541100,176.18,356.48,1.02
,6037541200,14000US06037541200,182.92,411.58,1.25
,6037541300,14000US06037541300,150.24,335.35,1.23
,6037541400,14000US06037541400,124.04,317.34,1.56
,6037541500,14000US06037541500,133.33,328,1.46
,6037541604,14000US06037541604,171.99,351.96,1.05
,6037541605,14000US06037541605,138.7,342.41,1.47
,6037541700,14000US06037541700,259.98,502.04,0.93
,6037541801,14000US06037541801,148.89,291.72,0.96
,6037541802,14000US06037541802,193.71,385.52,0.99
,6037542000,14000US06037542000,166.14,334.05,1.01
,6037542103,14000US06037542103,166.29,325.18,0.96
,6037542104,14000US06037542104,139.2,297.21,1.14
,6037542200,14000US06037542200,161.13,366.84,1.28
,6037542401,14000US06037542401,171.43,351.83,1.05
,6037542402,14000US06037542402,160.65,329.06,1.05
,6037542501,14000US06037542501,143.48,277.6,0.93
,6037542602,14000US06037542602,145.78,310.27,1.13
,6037542700,14000US06037542700,162.9,384.12,1.36
,6037542800,14000US06037542800,150.53,340.04,1.26
,6037542900,14000US06037542900,191.92,385.92,1.01
,6037543000,14000US06037543000,180.28,385.14,1.14
,6037543100,14000US06037543100,262.56,509.42,0.94
,6037543201,14000US06037543201,170.04,358.15,1.11
,6037543202,14000US06037543202,177.8,369.65,1.08
,6037543304,14000US06037543304,458.66,747.49,0.63
,6037543306,14000US06037543306,447.75,718.47,0.6
,6037543321,14000US06037543321,280.44,486.73,0.74
,6037543322,14000US06037543322,626.42,994.41,0.59
,6037543400,14000US06037543400,475.04,817.72,0.72
,6037543501,14000US06037543501,253.02,454.61,0.8
,6037543502,14000US06037543502,302.14,468.62,0.55
,6037543503,14000US06037543503,678.86,1080.32,0.59
,6037543601,14000US06037543601,275.34,450.24,0.64
,6037543602,14000US06037543602,405.98,665.82,0.64
,6037543603,14000US06037543603,304.69,437.72,0.44
,6037543604,14000US06037543604,479.5,808.65,0.69
,6037543701,14000US06037543701,403.6,756.77,0.88
,6037543702,14000US06037543702,444.76,740.21,0.66
,6037543703,14000US06037543703,388.19,669.23,0.72
,6037543801,14000US06037543801,455.08,781.14,0.72
,6037543802,14000US06037543802,427.49,721.86,0.69
,6037543903,14000US06037543903,264.28,462.33,0.75
,6037543905,14000US06037543905,212.36,385.92,0.82
,6037544001,14000US06037544001,393.44,710.03,0.8
,6037544002,14000US06037544002,243.68,422.5,0.73
,6037550100,14000US06037550100,440.76,742.9,0.69
,6037550201,14000US06037550201,190.67,339.2,0.78
,6037550202,14000US06037550202,292.3,478.57,0.64
,6037550300,14000US06037550300,338.58,558,0.65
,6037550400,14000US06037550400,319.63,502.22,0.57
,6037550500,14000US06037550500,598.22,915.8,0.53
,6037550601,14000US06037550601,378.05,581.14,0.54
,6037550602,14000US06037550602,291.45,442.58,0.52
,6037550700,14000US06037550700,439.76,666.63,0.52
,6037550800,14000US06037550800,294.52,448.38,0.52
,6037550901,14000US06037550901,169.35,245.32,0.45
,6037550902,14000US06037550902,288.32,438.63,0.52
,6037551000,14000US06037551000,469.65,709.52,0.51
,6037551101,14000US06037551101,313.69,517.93,0.65
,6037551201,14000US06037551201,284.62,434.98,0.53
,6037551202,14000US06037551202,538.6,832.55,0.55
,6037551300,14000US06037551300,318.16,528.07,0.66
,6037551401,14000US06037551401,293.42,451.89,0.54
,6037551402,14000US06037551402,459.62,735.87,0.6
,6037551501,14000US06037551501,282.38,436.47,0.55
,6037551502,14000US06037551502,320.42,504.42,0.57
,6037551700,14000US06037551700,484.81,767.79,0.58
,6037551800,14000US06037551800,504.69,791.74,0.57
,6037551900,14000US06037551900,286.76,483.17,0.68
,6037552001,14000US06037552001,308.47,506.36,0.64
,6037552002,14000US06037552002,179.97,335.68,0.87
,6037552100,14000US06037552100,282.76,479.59,0.7
,6037552200,14000US06037552200,161.34,272.74,0.69
,6037552301,14000US06037552301,301.67,544.45,0.8
,6037552302,14000US06037552302,270.88,461.06,0.7
,6037552400,14000US06037552400,231.36,400.77,0.73
,6037552601,14000US06037552601,269.37,545.61,1.03
,6037552602,14000US06037552602,292.73,474.08,0.62
,6037552700,14000US06037552700,443.6,755.45,0.7
,6037552800,14000US06037552800,293.99,478.6,0.63
,6037552900,14000US06037552900,438.4,737.07,0.68
,6037553000,14000US06037553000,273.16,469.7,0.72
,6037553100,14000US06037553100,283.47,442.6,0.56
,6037553200,14000US06037553200,462.68,755.79,0.63
,6037553300,14000US06037553300,288.67,449.23,0.56
,6037553400,14000US06037553400,296.76,472.66,0.59
,6037553502,14000US06037553502,163.68,329.09,1.01
,6037553503,14000US06037553503,148.56,275.44,0.85
,6037553504,14000US06037553504,234.75,451.58,0.92
,6037553601,14000US06037553601,164.38,280.53,0.71
,6037553602,14000US06037553602,172.74,314.45,0.82
,6037553701,14000US06037553701,141.8,313.12,1.21
,6037553702,14000US06037553702,161.78,321.01,0.98
,6037553801,14000US06037553801,116.31,200,0.72
,6037553802,14000US06037553802,166.92,292.45,0.75
,6037553901,14000US06037553901,269.34,474.61,0.76
,6037553902,14000US06037553902,144.26,273.03,0.89
,6037554001,14000US06037554001,287.27,463.44,0.61
,6037554002,14000US06037554002,293.07,486.18,0.66
,6037554101,14000US06037554101,186.59,276.81,0.48
,6037554103,14000US06037554103,284.2,466.04,0.64
,6037554104,14000US06037554104,180.22,310.41,0.72
,6037554201,14000US06037554201,446.05,731.99,0.64
,6037554203,14000US06037554203,174.5,281.86,0.62
,6037554204,14000US06037554204,112.48,189.31,0.68
,6037554301,14000US06037554301,207.76,336.54,0.62
,6037554403,14000US06037554403,166.34,250.34,0.5
,6037554404,14000US06037554404,169.48,271.18,0.6
,6037554405,14000US06037554405,178.08,311.22,0.75
,6037554406,14000US06037554406,269.63,395.29,0.47
,6037554511,14000US06037554511,728.49,981.81,0.35
,6037554512,14000US06037554512,893.7,1152.7,0.29
,6037554514,14000US06037554514,895.94,1183.69,0.32
,6037554515,14000US06037554515,695.59,958.95,0.38
,6037554516,14000US06037554516,736.38,1006.9,0.37
,6037554517,14000US06037554517,798.04,1087.86,0.36
,6037554518,14000US06037554518,957.49,1268.27,0.32
,6037554519,14000US06037554519,689.9,924.73,0.34
,6037554521,14000US06037554521,854.73,1163.47,0.36
,6037554522,14000US06037554522,885.1,1215.54,0.37
,6037554600,14000US06037554600,276.66,463.06,0.67
,6037554700,14000US06037554700,284.78,531.42,0.87
,6037554801,14000US06037554801,299.66,533.83,0.78
,6037554802,14000US06037554802,512.87,795.17,0.55
,6037554900,14000US06037554900,490.91,802.43,0.63
,6037555001,14000US06037555001,443.51,688.43,0.55
,6037555002,14000US06037555002,315.7,502.16,0.59
,6037555102,14000US06037555102,293.12,538.21,0.84
,6037555103,14000US06037555103,299.77,462.11,0.54
,6037555104,14000US06037555104,290.21,502.84,0.73
,6037555202,14000US06037555202,339.34,474.4,0.4
,6037555211,14000US06037555211,164.03,294.45,0.8
,6037555212,14000US06037555212,159.42,287.76,0.81
,6037570001,14000US06037570001,340.32,494.02,0.45
,6037570002,14000US06037570002,354.48,515.41,0.45
,6037570003,14000US06037570003,601.41,897.63,0.49
,6037570100,14000US06037570100,287.18,465.27,0.62
,6037570202,14000US06037570202,261.54,473.19,0.81
,6037570203,14000US06037570203,183.19,308.06,0.68
,6037570204,14000US06037570204,198.15,320.74,0.62
,6037570301,14000US06037570301,261.39,462.83,0.77
,6037570303,14000US06037570303,166.94,332.24,0.99
,6037570304,14000US06037570304,167.31,317.79,0.9
,6037570402,14000US06037570402,223.41,407.57,0.82
,6037570403,14000US06037570403,177.94,339.58,0.91
,6037570404,14000US06037570404,157.64,327.23,1.08
,6037570501,14000US06037570501,489.34,861.66,0.76
,6037570502,14000US06037570502,249.86,471.31,0.89
,6037570601,14000US06037570601,266.85,470.93,0.76
,6037570602,14000US06037570602,270.84,468.33,0.73
,6037570701,14000US06037570701,614.16,919.51,0.5
,6037570702,14000US06037570702,342.21,493.19,0.44
,6037570800,14000US06037570800,636.86,956.6,0.5
,6037570901,14000US06037570901,584.17,845.55,0.45
,6037570902,14000US06037570902,524.11,781.01,0.49
,6037571000,14000US06037571000,748.85,1074.95,0.44
,6037571101,14000US06037571101,643.69,930.27,0.45
,6037571102,14000US06037571102,556.37,820.03,0.47
,6037571200,14000US06037571200,580.76,811.33,0.4
,6037571300,14000US06037571300,534.42,789.99,0.48
,6037571400,14000US06037571400,517.66,757.16,0.46
,6037571502,14000US06037571502,514.54,794.89,0.54
,6037571503,14000US06037571503,311.33,474.63,0.52
,6037571504,14000US06037571504,346.29,531.62,0.54
,6037571701,14000US06037571701,265.93,511.88,0.92
,6037571703,14000US06037571703,130.37,303.65,1.33
,6037571704,14000US06037571704,194.89,362.77,0.86
,6037571800,14000US06037571800,287.45,416.32,0.45
,6037571900,14000US06037571900,333.4,456.64,0.37
,6037572001,14000US06037572001,602.95,856.52,0.42
,6037572002,14000US06037572002,215.56,295.69,0.37
,6037572100,14000US06037572100,293.43,413.84,0.41
,6037572201,14000US06037572201,326.11,522.32,0.6
,6037572202,14000US06037572202,497.04,823.47,0.66
,6037572301,14000US06037572301,192.76,399.68,1.07
,6037572302,14000US06037572302,163.19,325.35,0.99
,6037572400,14000US06037572400,156.52,307.86,0.97
,6037572600,14000US06037572600,298.27,532.67,0.79
,6037572700,14000US06037572700,286.72,519.94,0.81
,6037572900,14000US06037572900,198.63,345.39,0.74
,6037573003,14000US06037573003,253.19,432.1,0.71
,6037573004,14000US06037573004,146.73,255.78,0.74
,6037573100,14000US06037573100,467.28,827.39,0.77
,6037573201,14000US06037573201,185.29,343.69,0.85
,6037573202,14000US06037573202,169.05,344.72,1.04
,6037573401,14000US06037573401,260.38,388.58,0.49
,6037573402,14000US06037573402,176.22,277.19,0.57
,6037573403,14000US06037573403,122.8,145,0.18
,6037573601,14000US06037573601,789.16,1152.67,0.46
,6037573700,14000US06037573700,569.67,809.57,0.42
,6037573800,14000US06037573800,691.72,1001.46,0.45
,6037573902,14000US06037573902,294.45,402.49,0.37
,6037574000,14000US06037574000,683.25,1015.12,0.49
,6037574100,14000US06037574100,613.94,886.91,0.44
,6037574201,14000US06037574201,576,829.34,0.44
,6037574202,14000US06037574202,329.64,473.65,0.44
,6037574300,14000US06037574300,672.64,986.21,0.47
,6037574400,14000US06037574400,654.12,931.04,0.42
,6037574500,14000US06037574500,663.68,959.44,0.45
,6037574800,14000US06037574800,206.37,264.05,0.28
,6037574901,14000US06037574901,622.03,918.65,0.48
,6037574902,14000US06037574902,217.88,304.55,0.4
,6037575001,14000US06037575001,336.01,537.88,0.6
,6037575002,14000US06037575002,282.69,449.21,0.59
,6037575101,14000US06037575101,167.79,350.62,1.09
,6037575102,14000US06037575102,127.7,254.37,0.99
,6037575103,14000US06037575103,123.61,218.89,0.77
,6037575201,14000US06037575201,145.92,308.92,1.12
,6037575202,14000US06037575202,127.47,238.13,0.87
,6037575802,14000US06037575802,116.18,211.93,0.82
,6037576700,14000US06037576700,214.21,341.82,0.6
,6037576801,14000US06037576801,214.66,336.83,0.57
,6037576802,14000US06037576802,231.3,346.87,0.5
,6037576901,14000US06037576901,175.97,312.28,0.77
,6037576904,14000US06037576904,187.67,328.46,0.75
,6037577000,14000US06037577000,269.06,461.21,0.71
,6037577100,14000US06037577100,349.58,525.41,0.5
,6037577200,14000US06037577200,213.74,328.61,0.54
,6037577300,14000US06037577300,360.53,530.47,0.47
,6037577400,14000US06037577400,362.41,519.7,0.43
,6037577501,14000US06037577501,348.09,474.26,0.36
,6037577602,14000US06037577602,353.61,486.75,0.38
,6037577603,14000US06037577603,346.7,478.23,0.38
,6037600201,14000US06037600201,104.61,213.64,1.04
,6037600202,14000US06037600202,164.2,327.84,1
,6037600302,14000US06037600302,182.26,386.32,1.12
,6037600400,14000US06037600400,275.23,534.7,0.94
,6037600501,14000US06037600501,274.75,544.49,0.98
,6037600502,14000US06037600502,177.75,346.43,0.95
,6037600601,14000US06037600601,158.29,292.91,0.85
,6037600702,14000US06037600702,261.33,509.32,0.95
,6037600704,14000US06037600704,271.39,534.63,0.97
,6037600801,14000US06037600801,295.35,598.13,1.03
,6037600802,14000US06037600802,255.83,512.9,1
,6037600902,14000US06037600902,157.09,383.66,1.44
,6037600911,14000US06037600911,304.1,684.44,1.25
,6037600912,14000US06037600912,311.87,811.66,1.6
,6037601001,14000US06037601001,108.17,233.78,1.16
,6037601002,14000US06037601002,90.85,235.57,1.59
,6037601100,14000US06037601100,164.77,340.26,1.07
,6037601202,14000US06037601202,286.79,623.91,1.18
,6037601212,14000US06037601212,146.43,338.13,1.31
,6037601301,14000US06037601301,261.45,545.72,1.09
,6037601401,14000US06037601401,162.91,330.58,1.03
,6037601402,14000US06037601402,262.49,580.11,1.21
,6037601502,14000US06037601502,178.79,360.46,1.02
,6037601600,14000US06037601600,169.89,348.81,1.05
,6037601700,14000US06037601700,198.89,323.68,0.63
,6037601802,14000US06037601802,165.69,373.54,1.25
,6037601900,14000US06037601900,171.44,371.28,1.17
,6037602002,14000US06037602002,170.14,373.18,1.19
,6037602003,14000US06037602003,181,363.46,1.01
,6037602004,14000US06037602004,232.14,514.16,1.21
,6037602103,14000US06037602103,269.84,487.83,0.81
,6037602104,14000US06037602104,167.53,315.05,0.88
,6037602105,14000US06037602105,163.83,309.49,0.89
,6037602106,14000US06037602106,267.6,468.21,0.75
,6037602200,14000US06037602200,542.16,956.47,0.76
,6037602301,14000US06037602301,708.98,1297.87,0.83
,6037602302,14000US06037602302,547.05,869.91,0.59
,6037602402,14000US06037602402,425.27,731.98,0.72
,6037602403,14000US06037602403,199.04,330.01,0.66
,6037602404,14000US06037602404,166.98,306.23,0.83
,6037602508,14000US06037602508,240.97,432.35,0.79
,6037602509,14000US06037602509,241.07,420.39,0.74
,6037602600,14000US06037602600,468.21,778.13,0.66
,6037602700,14000US06037602700,222.72,412.18,0.85
,6037602801,14000US06037602801,197.18,427.48,1.17
,6037602802,14000US06037602802,261.49,536.18,1.05
,6037602900,14000US06037602900,251.87,453.39,0.8
,6037603001,14000US06037603001,251.31,454.56,0.81
,6037603005,14000US06037603005,165.73,264.23,0.59
,6037603006,14000US06037603006,256.82,427.07,0.66
,6037603101,14000US06037603101,279.52,476.72,0.71
,6037603102,14000US06037603102,242.96,386.19,0.59
,6037603200,14000US06037603200,280.51,418.79,0.49
,6037603301,14000US06037603301,166.23,280.66,0.69
,6037603302,14000US06037603302,303.12,465.28,0.53
,6037603400,14000US06037603400,318.1,522.32,0.64
,6037603500,14000US06037603500,447.08,783.67,0.75
,6037603600,14000US06037603600,461.8,764.53,0.66
,6037603702,14000US06037603702,706.94,1133.46,0.6
,6037603703,14000US06037603703,457.07,765.29,0.67
,6037603801,14000US06037603801,170.63,270.59,0.59
,6037603802,14000US06037603802,174.18,320.81,0.84
,6037603900,14000US06037603900,427.21,737.87,0.73
,6037604001,14000US06037604001,254.47,480.81,0.89
,6037604002,14000US06037604002,171.12,315.34,0.84
,6037604100,14000US06037604100,277.66,480.75,0.73
,6037609900,14000US06037609900,156.65,267.4,0.71
,6037620001,14000US06037620001,688.95,1076.68,0.56
,6037620002,14000US06037620002,434.86,766.19,0.76
,6037620101,14000US06037620101,828.07,1329.15,0.61
,6037620102,14000US06037620102,453.08,725.17,0.6
,6037620303,14000US06037620303,449.4,442.93,-0.01
,6037620400,14000US06037620400,775.84,1189.08,0.53
,6037620501,14000US06037620501,652.83,1021.68,0.57
,6037620522,14000US06037620522,409.23,592.98,0.45
,6037620601,14000US06037620601,210.45,337.78,0.61
,6037620602,14000US06037620602,833.54,1289.18,0.55
,6037620701,14000US06037620701,649.16,1033.13,0.59
,6037620702,14000US06037620702,821.91,1299.26,0.58
,6037620800,14000US06037620800,744.72,1192.27,0.6
,6037621001,14000US06037621001,430.65,671.87,0.56
,6037621102,14000US06037621102,446.13,731.15,0.64
,6037621201,14000US06037621201,395.85,630.55,0.59
,6037621301,14000US06037621301,661.73,935.37,0.41
,6037621400,14000US06037621400,472.46,718.59,0.52
,6037650001,14000US06037650001,610.77,905.04,0.48
,6037650003,14000US06037650003,300.66,451.24,0.5
,6037650004,14000US06037650004,308.39,435.06,0.41
,6037650101,14000US06037650101,570.96,806.42,0.41
,6037650102,14000US06037650102,319.13,463.21,0.45
,6037650200,14000US06037650200,605.17,914.82,0.51
,6037650300,14000US06037650300,801.67,1206.89,0.51
,6037650401,14000US06037650401,676.04,907.33,0.34
,6037650501,14000US06037650501,615.09,872.14,0.42
,6037650502,14000US06037650502,348.31,501.41,0.44
,6037650602,14000US06037650602,176.78,265.92,0.5
,6037650603,14000US06037650603,367.76,525.33,0.43
,6037650605,14000US06037650605,303.32,430.41,0.42
,6037650701,14000US06037650701,356.93,515.54,0.44
,6037650702,14000US06037650702,777.98,1112.52,0.43
,6037650800,14000US06037650800,154.21,223.9,0.45
,6037650901,14000US06037650901,316.18,475.54,0.5
,6037650902,14000US06037650902,341.73,483.85,0.42
,6037651001,14000US06037651001,529.56,743.42,0.4
,6037651002,14000US06037651002,481.55,665.12,0.38
,6037651101,14000US06037651101,307.76,403.7,0.31
,6037651102,14000US06037651102,359.15,476.89,0.33
,6037651201,14000US06037651201,791.21,1119.82,0.42
,6037651221,14000US06037651221,351.71,472.91,0.34
,6037651222,14000US06037651222,331.75,448.58,0.35
,6037651302,14000US06037651302,601.62,842.98,0.4
,6037651304,14000US06037651304,359.77,480.43,0.34
,6037651401,14000US06037651401,353.75,475.22,0.34
,6037651402,14000US06037651402,941.3,1335.86,0.42
,6037670001,14000US06037670001,262.18,392.19,0.5
,6037670002,14000US06037670002,284.5,422.9,0.49
,6037670003,14000US06037670003,574.41,864.29,0.5
,6037670100,14000US06037670100,438.18,637.02,0.45
,6037670201,14000US06037670201,301.69,390.28,0.29
,6037670202,14000US06037670202,352.9,464.63,0.32
,6037670324,14000US06037670324,329.2,425.06,0.29
,6037670403,14000US06037670403,337.88,420.55,0.24
,6037670405,14000US06037670405,319.77,432.81,0.35
,6037670407,14000US06037670407,313.04,427.72,0.37
,6037670411,14000US06037670411,622.79,798.69,0.28
,6037670413,14000US06037670413,564.16,716.47,0.27
,6037670602,14000US06037670602,368.28,464.71,0.26
,6037670701,14000US06037670701,340.33,444.37,0.31
,6037670702,14000US06037670702,307.73,402.9,0.31
,6037701801,14000US06037701801,177.65,331.88,0.87
,6037702400,14000US06037702400,483.39,828.9,0.71
,6037702501,14000US06037702501,476.03,778.14,0.63
,6037702600,14000US06037702600,731.77,1303.06,0.78
,6037702700,14000US06037702700,662.8,1241.63,0.87
,6037702801,14000US06037702801,397.87,687.24,0.73
,6037702802,14000US06037702802,452.23,838.69,0.85
,6037702803,14000US06037702803,422.75,772.83,0.83
,6037703002,14000US06037703002,288.87,481.4,0.67
,6037703100,14000US06037703100,317.45,577.42,0.82
,6037703200,14000US06037703200,462.52,913.62,0.98
,6037800101,14000US06037800101,586.68,826.87,0.41
,6037800102,14000US06037800102,578.59,832.29,0.44
,6037800203,14000US06037800203,380.43,547.92,0.44
,6037800324,14000US06037800324,1123.77,1663.14,0.48
,6037800327,14000US06037800327,658.45,993.56,0.51
,6037800328,14000US06037800328,303.07,416.04,0.37
,6037800329,14000US06037800329,331.89,465.24,0.4
,6037800330,14000US06037800330,145.49,212.51,0.46
,6037800332,14000US06037800332,479.29,676.77,0.41
,6037900103,14000US06037900103,73.58,215.34,1.93
,6037900104,14000US06037900104,195.24,500.37,1.56
,6037900201,14000US06037900201,78.11,152.09,0.95
,6037900300,14000US06037900300,110.08,235.48,1.14
,6037900501,14000US06037900501,113.84,275.35,1.42
,6037900504,14000US06037900504,100.64,222.1,1.21
,6037900505,14000US06037900505,119.98,263.73,1.2
,6037900506,14000US06037900506,107.92,238.44,1.21
,6037900507,14000US06037900507,100.9,218.24,1.16
,6037900508,14000US06037900508,105.83,200.43,0.89
,6037900602,14000US06037900602,35.45,98.92,1.79
,6037900605,14000US06037900605,85.29,184.55,1.16
,6037900606,14000US06037900606,104.32,226.39,1.17
,6037900607,14000US06037900607,85.23,242.86,1.85
,6037900608,14000US06037900608,115.13,262.22,1.28
,6037900609,14000US06037900609,106.77,225.81,1.11
,6037900701,14000US06037900701,131.3,308.57,1.35
,6037900703,14000US06037900703,96.52,257.47,1.67
,6037900705,14000US06037900705,150.79,296.01,0.96
,6037900803,14000US06037900803,100.09,213.82,1.14
,6037900804,14000US06037900804,98.11,256.31,1.61
,6037900805,14000US06037900805,135.06,303.07,1.24
,6037900806,14000US06037900806,79.32,237.96,2
,6037900900,14000US06037900900,161.74,250.7,0.55
,6037901004,14000US06037901004,154.59,279.14,0.81
,6037901007,14000US06037901007,122.77,225.2,0.83
,6037901008,14000US06037901008,123.09,243.22,0.98
,6037901009,14000US06037901009,154.18,285.03,0.85
,6037901010,14000US06037901010,165.13,336.43,1.04
,6037901011,14000US06037901011,152.99,303.05,0.98
,6037901101,14000US06037901101,121.93,223.01,0.83
,6037901102,14000US06037901102,186.05,346.98,0.86
,6037901205,14000US06037901205,147.03,266.2,0.81
,6037901209,14000US06037901209,123.15,227.93,0.85
,6037901210,14000US06037901210,192.36,325.9,0.69
,6037901213,14000US06037901213,190.34,302.62,0.59
,6037910001,14000US06037910001,93.2,242.11,1.6
,6037910002,14000US06037910002,143.93,310.06,1.15
,6037910201,14000US06037910201,140.38,276.26,0.97
,6037910202,14000US06037910202,189.73,313.46,0.65
,6037910205,14000US06037910205,117.81,189.75,0.61
,6037910206,14000US06037910206,102.89,180.35,0.75
,6037910207,14000US06037910207,134.8,258.48,0.92
,6037910208,14000US06037910208,135.74,264.22,0.95
,6037910209,14000US06037910209,111.69,205.88,0.84
,6037910210,14000US06037910210,119.48,213.84,0.79
,6037910301,14000US06037910301,160.57,292.46,0.82
,6037910302,14000US06037910302,140.13,244.82,0.75
,6037910401,14000US06037910401,142.57,283.64,0.99
,6037910402,14000US06037910402,68.21,215.39,2.16
,6037910404,14000US06037910404,118.79,284.98,1.4
,6037910502,14000US06037910502,96.26,283.3,1.94
,6037910504,14000US06037910504,105.17,242.59,1.31
,6037910505,14000US06037910505,98.26,231.14,1.35
,6037910601,14000US06037910601,100.32,258.15,1.57
,6037910602,14000US06037910602,92.58,200.67,1.17
,6037910603,14000US06037910603,130.84,299.71,1.29
,6037910605,14000US06037910605,96.36,208.91,1.17
,6037910606,14000US06037910606,121.65,271.74,1.23
,6037910705,14000US06037910705,99.26,197.47,0.99
,6037910706,14000US06037910706,98.42,209.23,1.13
,6037910707,14000US06037910707,92.86,199.8,1.15
,6037910709,14000US06037910709,119.74,221.25,0.85
,6037910711,14000US06037910711,134.01,288.12,1.15
,6037910712,14000US06037910712,105.1,215.11,1.05
,6037910713,14000US06037910713,127.42,273.58,1.15
,6037910714,14000US06037910714,111.8,291.06,1.6
,6037910715,14000US06037910715,96.39,216.89,1.25
,6037910716,14000US06037910716,149.86,310.71,1.07
,6037910804,14000US06037910804,211.71,311.37,0.47
,6037910805,14000US06037910805,232.56,351.21,0.51
,6037910807,14000US06037910807,250.14,382.19,0.53
,6037910808,14000US06037910808,553.88,878.95,0.59
,6037910809,14000US06037910809,154.91,202.42,0.31
,6037910810,14000US06037910810,244.03,361.63,0.48
,6037910813,14000US06037910813,228.03,328.78,0.44
,6037911001,14000US06037911001,176.41,281.24,0.59
,6037920012,14000US06037920012,129.13,208.11,0.61
,6037920013,14000US06037920013,356.73,552.98,0.55
,6037920015,14000US06037920015,207.95,298.92,0.44
,6037920016,14000US06037920016,236.98,329.1,0.39
,6037920017,14000US06037920017,593.01,931.19,0.57
,6037920018,14000US06037920018,301.51,455.04,0.51
,6037920020,14000US06037920020,446.7,678.79,0.52
,6037920023,14000US06037920023,276.16,419,0.52
